Var1,YEAR,SEX,COUNTYRACE,TYPE,AGE,A,B,C,STATE,COUNTY,GEOID,RACE
a10,2027,2,72_0,Mult,10,92487.82602967818,87227.47916497018,97900.18295924891,72,000,72000,0
a10,2032,1,72_0,Mult,10,62709.22170476128,55126.53394709759,70922.02402495035,72,000,72000,0
a10,2032,2,72_0,Mult,10,74002.351527201,66712.29228323819,81791.02545181286,72,000,72000,0
a10,2037,1,72_0,Mult,10,61908.512206547566,51279.89967502235,74059.68918707866,72,000,72000,0
a10,2037,2,72_0,Mult,10,71948.30869242174,62388.351838940725,82551.8325917072,72,000,72000,0
a10,2042,1,72_0,Mult,10,54561.00377991075,44047.39863701225,66925.74345993604,72,000,72000,0
a10,2042,2,72_0,Mult,10,63183.725433385625,53635.913137997006,74020.43650935584,72,000,72000,0
a10,2047,1,72_0,Mult,10,45171.327715910586,35622.65095554841,56691.15724885546,72,000,72000,0
a10,2047,2,72_0,Mult,10,52230.818153514854,43432.62384053837,62438.6177231232,72,000,72000,0
a11,2022,1,72_0,Mult,11,93585.30297899444,90288.48248628515,96882.12347170374,72,000,72000,0
a11,2022,2,72_0,Mult,11,105459.60011273013,102830.22557857189,108088.97464688835,72,000,72000,0
a11,2027,1,72_0,Mult,11,82039.61386085789,76971.63149104011,87266.64470279301,72,000,72000,0
a11,2027,2,72_0,Mult,11,94446.60482825615,89733.1493744433,99280.68255470632,72,000,72000,0
a11,2032,1,72_0,Mult,11,71997.93062751387,64907.7736329518,79581.10454880443,72,000,72000,0
a11,2032,2,72_0,Mult,11,86453.1350403348,79503.11873839147,93793.97801657481,72,000,72000,0
a11,2037,1,72_0,Mult,11,57466.03651264168,48737.721738397675,67281.69958529218,72,000,72000,0
a11,2037,2,72_0,Mult,11,69173.80983558291,60804.63800488388,78360.48321149433,72,000,72000,0
a11,2042,1,72_0,Mult,11,56732.27519318211,45336.887741438986,70258.31295384589,72,000,72000,0
a11,2042,2,72_0,Mult,11,67253.79019411333,56863.60068669472,79089.3799918385,72,000,72000,0
a11,2047,1,72_0,Mult,11,49999.09981572411,38942.58725083527,63490.54229486793,72,000,72000,0
a11,2047,2,72_0,Mult,11,59061.08275797399,48886.2272723422,70915.81430062997,72,000,72000,0
a12,2022,1,72_0,Mult,12,95577.1176807892,92961.00961868909,98193.2257428893,72,000,72000,0
a12,2022,2,72_0,Mult,12,112780.13472133254,109788.16028877841,115772.10915388665,72,000,72000,0
a12,2027,1,72_0,Mult,12,86243.89918347423,80928.22007717832,91725.89955461206,72,000,72000,0
a12,2027,2,72_0,Mult,12,98548.73193390913,93542.42133377104,103685.4110246273,72,000,72000,0
a12,2032,1,72_0,Mult,12,75603.92456553873,68991.93520006916,82622.17217827919,72,000,72000,0
a12,2032,2,72_0,Mult,12,88257.42873421095,81628.2957580084,95235.97028391842,72,000,72000,0
a12,2037,1,72_0,Mult,12,66349.97240807989,58178.74489235223,75345.66895017239,72,000,72000,0
a12,2037,2,72_0,Mult,12,80787.77864536547,72322.25922419032,89972.79504273085,72,000,72000,0
a12,2042,1,72_0,Mult,12,52958.0489853469,43685.05220479765,63700.85828916199,72,000,72000,0
a12,2042,2,72_0,Mult,12,64640.78410165697,55312.65768695853,75168.06349967622,72,000,72000,0
a12,2047,1,72_0,Mult,12,52281.84839352525,40636.78475613797,66519.05146116257,72,000,72000,0
a12,2047,2,72_0,Mult,12,62846.58517853603,51727.58169168632,75867.26489844432,72,000,72000,0
a13,2022,1,72_0,Mult,13,93230.50552553803,90791.35557553216,95669.65547554388,72,000,72000,0
a13,2022,2,72_0,Mult,13,110876.24553267809,108473.67553353496,113278.81553182124,72,000,72000,0
a13,2027,1,72_0,Mult,13,88460.38456933631,83788.06999782457,93259.39459406266,72,000,72000,0
a13,2027,2,72_0,Mult,13,105299.55376766044,100284.83723854284,110435.33549950736,72,000,72000,0
a13,2032,1,72_0,Mult,13,79822.12347111454,72942.61751716967,87117.02662114026,72,000,72000,0
a13,2032,2,72_0,Mult,13,92012.10410548099,85445.33831044857,98905.80068545486,72,000,72000,0
a13,2037,1,72_0,Mult,13,69974.40814605055,62184.14709070249,78470.7264589554,72,000,72000,0
a13,2037,2,72_0,Mult,13,82403.41160574649,74562.50594435199,90845.85576605225,72,000,72000,0
a13,2042,1,72_0,Mult,13,61409.511165488155,52437.949732055946,71559.83947382015,72,000,72000,0
a13,2042,2,72_0,Mult,13,75429.21510297163,66062.00500986945,85825.29832954003,72,000,72000,0
a13,2047,1,72_0,Mult,13,49014.758897956905,39374.424040875885,60500.1356684692,72,000,72000,0
a13,2047,2,72_0,Mult,13,60353.23275605798,50524.76386139826,71703.02391572464,72,000,72000,0
a14,2022,1,72_0,Mult,14,87165.0882006278,85159.05733595019,89171.11906530542,72,000,72000,0
a14,2022,2,72_0,Mult,14,106908.5802744093,105212.5985343912,108604.56201442737,72,000,72000,0
a14,2027,1,72_0,Mult,14,84992.21073402054,80863.74647086601,89223.02423647659,72,000,72000,0
a14,2027,2,72_0,Mult,14,103328.35297037457,99485.67160741669,107242.07313888455,72,000,72000,0
a14,2032,1,72_0,Mult,14,80643.60055271878,74626.23733985974,86975.17705885605,72,000,72000,0
a14,2032,2,72_0,Mult,14,98131.29410231527,91975.3510300526,104550.12502693858,72,000,72000,0
a14,2037,1,72_0,Mult,14,72768.65765181983,64966.684244764736,81246.70815413099,72,000,72000,0
a14,2037,2,72_0,Mult,14,85748.38663486218,78365.43590624369,93635.01075794622,72,000,72000,0
a14,2042,1,72_0,Mult,14,63791.13370256683,55384.60212400164,73183.03273801456,72,000,72000,0
a14,2042,2,72_0,Mult,14,76793.80519655274,68384.34250633085,86004.58843684466,72,000,72000,0
a14,2047,1,72_0,Mult,14,55983.07211388722,46704.10575660286,66737.83092448971,72,000,72000,0
a14,2047,2,72_0,Mult,14,70294.3766267868,60588.18329713153,81251.58157252794,72,000,72000,0
a15,2022,1,72_0,Mult,15,77559.27560724161,77154.65950780407,77963.89170667913,72,000,72000,0
a15,2022,2,72_0,Mult,15,98192.20485846383,97686.7572484867,98697.65246844094,72,000,72000,0
a15,2027,1,72_0,Mult,15,76924.82248284118,74762.39216194986,79105.72425209211,72,000,72000,0
a15,2027,2,72_0,Mult,15,97489.66107999072,95449.22939952601,99546.01471212765,72,000,72000,0
a15,2032,1,72_0,Mult,15,75007.21743194049,70991.47541628807,79151.77050788618,72,000,72000,0
a15,2032,2,72_0,Mult,15,94224.86095296835,90253.7416953759,98297.16903627217,72,000,72000,0
a15,2037,1,72_0,Mult,15,71169.48752023824,65515.47417397311,77157.65424179482,72,000,72000,0
a15,2037,2,72_0,Mult,15,89485.67625554382,83440.35316930042,95829.75236992202,72,000,72000,0
a15,2042,1,72_0,Mult,15,64219.70295374021,57035.21007527926,72075.79941801503,72,000,72000,0
a15,2042,2,72_0,Mult,15,78193.73458829621,71093.39159952331,85825.0517804447,72,000,72000,0
a15,2047,1,72_0,Mult,15,56296.86996649879,48622.95888731224,64922.32987976106,72,000,72000,0
a15,2047,2,72_0,Mult,15,70028.07466377725,62038.50951451363,78831.07179887431,72,000,72000,0
a16,2022,1,72_0,Mult,16,64113.1932546986,63083.2719675164,65143.114541880794,72,000,72000,0
a16,2022,2,72_0,Mult,16,82713.38873660403,81963.82953267261,83462.94794053545,72,000,72000,0
a16,2027,1,72_0,Mult,16,64880.52015476517,63505.236936561276,66266.67789957189,72,000,72000,0
a16,2027,2,72_0,Mult,16,85509.83892949513,84298.76205466918,86728.89346107692,72,000,72000,0
a16,2032,1,72_0,Mult,16,64349.78223331567,61536.18535130085,67237.19704434219,72,000,72000,0
a16,2032,2,72_0,Mult,16,84898.03470914235,82367.88797262307,87474.37743976255,72,000,72000,0
a16,2037,1,72_0,Mult,16,62745.65155803865,58432.381084274355,67276.3348084326,72,000,72000,0
a16,2037,2,72_0,Mult,16,82054.91153657397,77884.44319396147,86376.97541588737,72,000,72000,0
a16,2042,1,72_0,Mult,16,59535.282315478384,53925.13863674673,65581.40325221255,72,000,72000,0
a16,2042,2,72_0,Mult,16,77927.833213829,72004.83131694273,84208.77473605463,72,000,72000,0
a16,2047,1,72_0,Mult,16,53721.5916368634,46945.11715382262,61261.99808441035,72,000,72000,0
a16,2047,2,72_0,Mult,16,68094.34271873937,61350.02400441001,75417.31323891111,72,000,72000,0
a17,2022,1,72_0,Mult,17,40918.75979236633,39890.43579377474,41947.08379095792,72,000,72000,0
a17,2022,2,72_0,Mult,17,56566.994165470394,55058.27836230203,58075.70996863876,72,000,72000,0
a17,2027,1,72_0,Mult,17,48576.68322613364,46595.17850019336,50597.409252531994,72,000,72000,0
a17,2027,2,72_0,Mult,17,67753.4178732028,65348.731367568245,70190.85621620013,72,000,72000,0
a17,2032,1,72_0,Mult,17,49158.06427835089,46906.854360373836,51470.09388589715,72,000,72000,0
a17,2032,2,72_0,Mult,17,70044.08763507052,67210.34372769509,72937.45836839819,72,000,72000,0
a17,2037,1,72_0,Mult,17,48755.9397455121,45452.45437080858,52223.90731193145,72,000,72000,0
a17,2037,2,72_0,Mult,17,69542.93748717665,65670.88208453293,73564.39714842649,72,000,72000,0
a17,2042,1,72_0,Mult,17,47540.53705364033,43159.892343806685,52254.306065212404,72,000,72000,0
a17,2042,2,72_0,Mult,17,67214.03626189336,62096.28789935895,72641.50154540909,72,000,72000,0
a17,2047,1,72_0,Mult,17,45108.13458204227,39830.70918897061,50937.83315463393,72,000,72000,0
a17,2047,2,72_0,Mult,17,63833.40264903507,57408.5472302422,70818.08329909414,72,000,72000,0
a18,2022,1,72_0,Mult,18,37832.4157770163,35506.313816476206,40158.517737556394,72,000,72000,0
a18,2022,2,72_0,Mult,18,63994.90985593794,60785.061870297104,67204.75784157879,72,000,72000,0
a18,2027,1,72_0,Mult,18,44900.79297509859,40345.128438434,49691.642633987096,72,000,72000,0
a18,2027,2,72_0,Mult,18,75531.81375772433,68935.40293205298,82424.7750933985,72,000,72000,0
a18,2032,1,72_0,Mult,18,53297.14479053507,46522.13614045373,60696.561911376724,72,000,72000,0
a18,2032,2,72_0,Mult,18,89767.93720724416,79909.04687951444,100409.18034794214,72,000,72000,0
a18,2037,1,72_0,Mult,18,58415.891551605404,49994.25891851219,67885.08057384945,72,000,72000,0
a18,2037,2,72_0,Mult,18,100121.94311804403,87546.97896540904,114048.5660624717,72,000,72000,0
a18,2042,1,72_0,Mult,18,61105.12224156491,51073.95115293506,72691.90885931638,72,000,72000,0
a18,2042,2,72_0,Mult,18,106294.73934672159,91176.0224338973,123434.69470987344,72,000,72000,0
a18,2047,1,72_0,Mult,18,61945.44043801821,50424.93925502634,75619.47717224619,72,000,72000,0
a18,2047,2,72_0,Mult,18,108702.93258037414,91208.423806967985,129002.84186353136,72,000,72000,0
