Var1,YEAR,SEX,COUNTYRACE,TYPE,AGE,A,B,C,STATE,COUNTY,GEOID,RACE
a8,2045,1,72_0,Mult,8,45484.08562026506,38034.646658287864,54087.95408516481,72,000,72000,0
a8,2045,2,72_0,Mult,8,47671.05536189114,40359.24465056437,56043.40607890232,72,000,72000,0
a9,2020,1,72_0,Mult,9,94654.33226064412,91988.94280029777,97319.72172099048,72,000,72000,0
a9,2020,2,72_0,Mult,9,105837.05885751254,103185.80014495937,108488.31757006572,72,000,72000,0
a9,2025,1,72_0,Mult,9,78722.52811726296,73369.70270182291,84257.0890359768,72,000,72000,0
a9,2025,2,72_0,Mult,9,89609.55750770718,84391.53508944988,94980.3704226873,72,000,72000,0
a9,2030,1,72_0,Mult,9,73451.77160685917,65789.81050454295,81679.13668151268,72,000,72000,0
a9,2030,2,72_0,Mult,9,81366.5731905341,74485.71625905394,88655.03231688526,72,000,72000,0
a9,2035,1,72_0,Mult,9,70914.29909294118,61797.0801728452,80992.78551301343,72,000,72000,0
a9,2035,2,72_0,Mult,9,76762.74113594824,68655.82262996926,85561.49255627875,72,000,72000,0
a9,2040,1,72_0,Mult,9,60810.0798129127,51981.416664510354,70776.93396301141,72,000,72000,0
a9,2040,2,72_0,Mult,9,64934.35868625366,57046.06915463858,73661.6412936889,72,000,72000,0
a9,2045,1,72_0,Mult,9,49714.473096446876,41180.575945487784,59654.775334378675,72,000,72000,0
a9,2045,2,72_0,Mult,9,52288.884205640774,44341.60354596206,61376.390627768065,72,000,72000,0
a10,2020,1,72_0,Mult,10,96197.2340414886,94222.17679870475,98172.29128427245,72,000,72000,0
a10,2020,2,72_0,Mult,10,106532.68214586124,104290.30657539287,108775.05771632961,72,000,72000,0
a10,2025,1,72_0,Mult,10,87021.40730652274,82834.60058351026,91308.83613033319,72,000,72000,0
a10,2025,2,72_0,Mult,10,98146.81189519666,93674.08366421511,102723.04148007829,72,000,72000,0
a10,2030,1,72_0,Mult,10,72374.34378204246,66068.26682887718,79053.00795723031,72,000,72000,0
a10,2030,2,72_0,Mult,10,83098.42015320198,76612.2829634989,89932.93240464987,72,000,72000,0
a10,2035,1,72_0,Mult,10,67528.62105439861,59242.692759710706,76634.28105457415,72,000,72000,0
a10,2035,2,72_0,Mult,10,75454.38091055992,67619.58725752491,83943.73482862345,72,000,72000,0
a10,2040,1,72_0,Mult,10,65195.770313296554,55647.30170296318,75990.3218933259,72,000,72000,0
a10,2040,2,72_0,Mult,10,71185.06878552404,62327.096015540475,81014.59167047814,72,000,72000,0
a10,2045,1,72_0,Mult,10,55906.355233376635,46808.45062560933,66405.44537893125,72,000,72000,0
a10,2045,2,72_0,Mult,10,60216.150716121214,51787.53517634332,69747.12119777662,72,000,72000,0
a11,2020,1,72_0,Mult,11,97977.24524842053,95378.13297925089,100576.35751759018,72,000,72000,0
a11,2020,2,72_0,Mult,11,110808.63372183246,108521.28796011688,113095.97948354803,72,000,72000,0
a11,2025,1,72_0,Mult,11,88905.5115118206,84770.12544028892,93137.74222527414,72,000,72000,0
a11,2025,2,72_0,Mult,11,99961.39445441421,95837.33490822556,104172.31923829328,72,000,72000,0
a11,2030,1,72_0,Mult,11,80425.20979062826,74524.91250825064,86626.26420495077,72,000,72000,0
a11,2030,2,72_0,Mult,11,92092.792377706,86081.5815308644,98376.38972435782,72,000,72000,0
a11,2035,1,72_0,Mult,11,66888.38944682892,59440.520873037065,74998.94910197142,72,000,72000,0
a11,2035,2,72_0,Mult,11,77972.63514026317,70402.6794201504,86127.48493248197,72,000,72000,0
a11,2040,1,72_0,Mult,11,62409.971101039184,53299.66540032441,72704.26126464055,72,000,72000,0
a11,2040,2,72_0,Mult,11,70800.10548487939,62138.862595734805,80391.71595226131,72,000,72000,0
a11,2045,1,72_0,Mult,11,60253.94977168414,50064.951862146314,72093.32612622892,72,000,72000,0
a11,2045,2,72_0,Mult,11,66794.13863242176,57275.34006605236,77586.51738403138,72,000,72000,0
a12,2020,1,72_0,Mult,12,99231.92670111916,97127.77402576484,101336.07937647347,72,000,72000,0
a12,2020,2,72_0,Mult,12,117112.91870097899,114545.1076962497,119680.72970570828,72,000,72000,0
a12,2025,1,72_0,Mult,12,90870.15803715047,86583.84891542465,95258.69681940961,72,000,72000,0
a12,2025,2,72_0,Mult,12,104030.86756316206,99649.54038885802,108506.36389515115,72,000,72000,0
a12,2030,1,72_0,Mult,12,82456.47099965873,76953.9464067754,88213.37507206925,72,000,72000,0
a12,2030,2,72_0,Mult,12,93847.11496417678,88002.51595988752,99944.84004372936,72,000,72000,0
a12,2035,1,72_0,Mult,12,74591.31459876584,67653.38724394365,82046.17110988806,72,000,72000,0
a12,2035,2,72_0,Mult,12,86459.80701663758,79044.30731276594,94384.11861206069,72,000,72000,0
a12,2040,1,72_0,Mult,12,62036.43003508304,53959.84297412076,71033.61396866589,72,000,72000,0
a12,2040,2,72_0,Mult,12,73203.3290852612,64647.17456118315,82632.29395185971,72,000,72000,0
a12,2045,1,72_0,Mult,12,57882.86782983265,48385.20143048224,68860.25058201452,72,000,72000,0
a12,2045,2,72_0,Mult,12,66469.51730895854,57058.93483522848,77129.29164330392,72,000,72000,0
a13,2020,1,72_0,Mult,13,95454.6306101064,93126.74629993012,97782.51492028267,72,000,72000,0
a13,2020,2,72_0,Mult,13,112919.35716434583,110717.33544743397,115121.37888125768,72,000,72000,0
a13,2025,1,72_0,Mult,13,92026.92083771649,87878.84317556296,96270.17617745382,72,000,72000,0
a13,2025,2,72_0,Mult,13,108860.02218764275,104396.84814511136,113416.28769539211,72,000,72000,0
a13,2030,1,72_0,Mult,13,84272.28129292504,78338.95666503021,90496.60872678575,72,000,72000,0
a13,2030,2,72_0,Mult,13,96699.85751137187,90820.971274414,102826.8211145976,72,000,72000,0
a13,2035,1,72_0,Mult,13,76469.4930503398,69626.05553204367,83803.49044140664,72,000,72000,0
a13,2035,2,72_0,Mult,13,87233.7495347654,80205.82877633379,94713.43264653327,72,000,72000,0
a13,2040,1,72_0,Mult,13,69175.4078748973,61211.13623307233,77944.5918574605,72,000,72000,0
a13,2040,2,72_0,Mult,13,80367.02196964202,72041.2832396902,89443.77575825324,72,000,72000,0
a13,2045,1,72_0,Mult,13,57532.10509646123,48821.551055446624,67482.56468339686,72,000,72000,0
a13,2045,2,72_0,Mult,13,68044.72228019225,58919.68152468994,78307.07622538277,72,000,72000,0
a14,2020,1,72_0,Mult,14,86280.4623435121,84601.8854163374,87959.0392706868,72,000,72000,0
a14,2020,2,72_0,Mult,14,105826.79483393299,104369.72004183692,107283.86962602906,72,000,72000,0
a14,2025,1,72_0,Mult,14,86823.14261178965,83057.81610051879,90670.85612030257,72,000,72000,0
a14,2025,2,72_0,Mult,14,104994.01347283597,101529.12449524958,108515.28360115577,72,000,72000,0
a14,2030,1,72_0,Mult,14,83705.38360420805,78377.32000315483,89268.50879196903,72,000,72000,0
a14,2030,2,72_0,Mult,14,101219.58646636263,95733.16183416451,106908.03692466415,72,000,72000,0
a14,2035,1,72_0,Mult,14,76651.95758603468,69868.89282306508,83914.84915203067,72,000,72000,0
a14,2035,2,72_0,Mult,14,89912.89356698593,83283.91992126082,96926.23354142687,72,000,72000,0
a14,2040,1,72_0,Mult,14,69554.7367175916,62098.03677194863,77708.51701233753,72,000,72000,0
a14,2040,2,72_0,Mult,14,81111.17264517257,73549.70693765729,89278.42164815147,72,000,72000,0
a14,2045,1,72_0,Mult,14,62920.21942532171,54592.94454652432,72275.73231702148,72,000,72000,0
a14,2045,2,72_0,Mult,14,74726.39235070502,66062.72075896098,84311.15738090953,72,000,72000,0
a15,2020,1,72_0,Mult,15,79493.02353483143,79048.91468730953,79937.13238235333,72,000,72000,0
a15,2020,2,72_0,Mult,15,99122.60581320358,98596.17312788746,99649.03849851969,72,000,72000,0
a15,2025,1,72_0,Mult,15,75386.01272429347,73506.41587432091,77281.99697085662,72,000,72000,0
a15,2025,2,72_0,Mult,15,95535.77111838532,93719.99077007377,97365.52326625079,72,000,72000,0
a15,2030,1,72_0,Mult,15,75860.16991467471,72164.8500131253,79664.63579109857,72,000,72000,0
a15,2030,2,72_0,Mult,15,94783.97277062027,91169.24532109716,98483.09356329101,72,000,72000,0
a15,2035,1,72_0,Mult,15,73136.08367506845,68098.19723183241,78432.51453467099,72,000,72000,0
a15,2035,2,72_0,Mult,15,91376.58624663696,85964.69397341851,97024.43613212224,72,000,72000,0
a15,2040,1,72_0,Mult,15,66973.27868871034,60705.64346475906,73728.71704543901,72,000,72000,0
a15,2040,2,72_0,Mult,15,81169.40169913365,74785.75398293031,87965.44606271546,72,000,72000,0
a15,2045,1,72_0,Mult,15,60772.20873424685,53953.928963576756,68275.75000990956,72,000,72000,0
a15,2045,2,72_0,Mult,15,73223.59556606687,66044.80545292026,81024.67100094463,72,000,72000,0
a16,2020,1,72_0,Mult,16,59018.63707970768,58400.4954882266,59636.77867118876,72,000,72000,0
a16,2020,2,72_0,Mult,16,76046.4856566005,75518.44330901535,76574.52800418565,72,000,72000,0
a16,2025,1,72_0,Mult,16,66151.12244960488,65092.57755767505,67217.40886461071,72,000,72000,0
a16,2025,2,72_0,Mult,16,86264.05691353655,85210.10632446308,87324.36988275696,72,000,72000,0
a16,2030,1,72_0,Mult,16,62733.42158796004,60528.62452587331,64984.762818567666,72,000,72000,0
a16,2030,2,72_0,Mult,16,83142.51960411249,80995.94664680664,85323.28154532639,72,000,72000,0
a16,2035,1,72_0,Mult,16,63127.997476088465,59423.916381377756,66988.2723639295,72,000,72000,0
a16,2035,2,72_0,Mult,16,82488.2473023802,78791.50722468001,86302.62990090708,72,000,72000,0
a16,2040,1,72_0,Mult,16,60861.11474366203,56075.2440736865,65952.20819955683,72,000,72000,0
a16,2040,2,72_0,Mult,16,79522.87948723989,74293.56009714198,85024.38032649191,72,000,72000,0
a16,2045,1,72_0,Mult,16,55732.65882190458,49987.86916998328,61996.886440731345,72,000,72000,0
a16,2045,2,72_0,Mult,16,70639.80845103123,64632.346735962696,77085.81301561062,72,000,72000,0
a17,2020,1,72_0,Mult,17,37862.567019354916,37220.70717274498,38504.42686596486,72,000,72000,0
a17,2020,2,72_0,Mult,17,52246.57054900802,51231.94656108908,53261.19453692697,72,000,72000,0
a17,2025,1,72_0,Mult,17,43586.58621013922,42398.9182591577,44789.73205247953,72,000,72000,0
a17,2025,2,72_0,Mult,17,61098.403448641446,59495.8687967539,62717.41580839769,72,000,72000,0
a17,2030,1,72_0,Mult,17,48854.086509201035,47257.38800798578,50483.10454371267,72,000,72000,0
a17,2030,2,72_0,Mult,17,69307.55717259577,67131.27394977027,71521.94024420004,72,000,72000,0
a17,2035,1,72_0,Mult,17,46330.03782530201,43943.94571753453,48806.29334769468,72,000,72000,0
a17,2035,2,72_0,Mult,17,66799.60503957536,63811.22284325485,69882.97370272677,72,000,72000,0
a17,2040,1,72_0,Mult,17,46621.440961926884,43141.92460577641,50311.01338289495,72,000,72000,0
a17,2040,2,72_0,Mult,17,66273.93981374199,62074.49426567332,70685.09680604994,72,000,72000,0
a17,2045,1,72_0,Mult,17,44947.29725861265,40710.77942004542,49532.88556738557,72,000,72000,0
a17,2045,2,72_0,Mult,17,63891.459708596805,58530.866240136515,69638.16237295594,72,000,72000,0
a18,2020,1,72_0,Mult,18,33438.85054406818,31755.453218922812,35122.24786921355,72,000,72000,0
a18,2020,2,72_0,Mult,18,56763.00154927169,54542.82976695823,58983.17333158516,72,000,72000,0
a18,2025,1,72_0,Mult,18,39245.41489141926,36054.27367886693,42565.41874892841,72,000,72000,0
a18,2025,2,72_0,Mult,18,65695.3169182921,61252.554666186435,70290.57847584254,72,000,72000,0
a18,2030,1,72_0,Mult,18,45592.02832994971,41007.97778613237,50502.19349321138,72,000,72000,0
a18,2030,2,72_0,Mult,18,76413.04779405202,69923.56463209476,83293.34502647715,72,000,72000,0
a18,2035,1,72_0,Mult,18,51984.61809609991,46136.86289054235,58382.1218856869,72,000,72000,0
a18,2035,2,72_0,Mult,18,87819.45603986323,79366.36014681916,96949.6836698853,72,000,72000,0
a18,2040,1,72_0,Mult,18,54113.923585186436,47085.80628911846,61968.29879732376,72,000,72000,0
a18,2040,2,72_0,Mult,18,93182.1676179461,82911.94775844207,104475.29990208664,72,000,72000,0
a18,2045,1,72_0,Mult,18,55446.319456036785,47162.603494245304,64911.473416158304,72,000,72000,0
a18,2045,2,72_0,Mult,18,96097.24458726955,83959.43035034489,109690.36437619694,72,000,72000,0
